frame.time,ip.src,ip.dst,udp.srcport,udp.dstport,dns.qry.name,dns.qry.type,dns.flags.response
"Apr 10, 2025 22:36:33.543017000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47311,eu-acr5.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:33.543228000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,eu-acr5.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:33.556890000 GMT Daylight Time",192.168.137.107,192.168.137.1,53,47311,eu-acr5.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:33.715417000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,www.ueiwsp.com,1,FALSE
"Apr 10, 2025 22:36:33.715417000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,www.ueiwsp.com,28,FALSE
"Apr 10, 2025 22:36:33.731278000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,39564,wpad.mshome.net,28,TRUE
"Apr 10, 2025 22:36:33.731532000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,39564,wpad.mshome.net,1,TRUE
"Apr 10, 2025 22:36:33.747378000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,www.ueiwsp.com,1,TRUE
"Apr 10, 2025 22:36:33.747835000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,www.ueiwsp.com,28,TRUE
"Apr 10, 2025 22:36:34.283163000 GMT Daylight Time",192.168.137.107,192.168.137.1,43279,53,lgtvonline.lge.com,1,FALSE
"Apr 10, 2025 22:36:34.448578000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,43279,lgtvonline.lge.com,1,TRUE
"Apr 10, 2025 22:36:35.122069000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp51-appboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122331000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp51-appboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122331000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp51-appboot.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp51-appboot.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.nccp.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.nccp.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.nccp.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.nccp.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp-cell4.prod.ftl.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp-cell4.prod.ftl.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp-cell4.prod.ftl.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp-cell4.prod.ftl.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.prod.cloud.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.prod.cloud.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp.prod.cloud.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp.prod.cloud.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,api-global.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,api-global.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.122771000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,api-global.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,api-global.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,secure.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,secure.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,secure.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,secure.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,uiboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,uiboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,uiboot.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,uiboot.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,customerevents.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,customerevents.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,customerevents.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,customerevents.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,ichnaea.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,ichnaea.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.123750000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,ichnaea.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.124242000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,ichnaea.netflix.com,28,FALSE
"Apr 10, 2025 22:36:35.124242000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,cdn-0.nflximg.com,1,FALSE
"Apr 10, 2025 22:36:35.124242000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,cdn-0.nflximg.com,1,FALSE
"Apr 10, 2025 22:36:35.124242000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,cdn-0.nflximg.com,28,FALSE
"Apr 10, 2025 22:36:35.124242000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,cdn-0.nflximg.com,28,FALSE
"Apr 10, 2025 22:36:35.187613000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp51-appboot.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.187773000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp51-appboot.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.190868000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp.nccp.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.190990000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp.nccp.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.191025000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp-cell4.prod.ftl.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.204188000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp-cell4.prod.ftl.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.204305000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp.prod.cloud.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.206717000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,api-global.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.207040000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,secure.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.207291000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,ichnaea.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.267659000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,secure.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.267759000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp.prod.cloud.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.267797000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,customerevents.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.267829000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,customerevents.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.267864000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,ichnaea.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.267907000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,api-global.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.267942000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,secure.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.267982000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,api-global.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.268021000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,uiboot.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.268056000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,uiboot.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.268087000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,ichnaea.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.268124000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,cdn-0.nflximg.com,1,TRUE
"Apr 10, 2025 22:36:35.268160000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,cdn-0.nflximg.com,28,TRUE
"Apr 10, 2025 22:36:35.268782000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,uiboot.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.269422000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp.nccp.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.269871000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp.nccp.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.270131000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,uiboot.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.270259000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp-cell4.prod.ftl.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.270397000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,cdn-0.nflximg.com,1,TRUE
"Apr 10, 2025 22:36:35.270519000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp-cell4.prod.ftl.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.270628000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp51-appboot.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.270732000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,customerevents.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.270846000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,api-global.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.271066000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp.prod.cloud.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.271248000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp51-appboot.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.271355000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,secure.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.271479000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp.prod.cloud.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.271592000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,cdn-0.nflximg.com,28,TRUE
"Apr 10, 2025 22:36:35.271972000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,ichnaea.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.272225000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,customerevents.netflix.com,28,TRUE
"Apr 10, 2025 22:36:35.734191000 GMT Daylight Time",192.168.137.107,192.168.137.1,52110,53,nrdp60-appboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.734483000 GMT Daylight Time",192.168.137.107,8.8.8.8,42341,53,nrdp60-appboot.netflix.com,1,FALSE
"Apr 10, 2025 22:36:35.795514000 GMT Daylight Time",8.8.8.8,192.168.137.107,53,42341,nrdp60-appboot.netflix.com,1,TRUE
"Apr 10, 2025 22:36:35.795604000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,52110,nrdp60-appboot.netflix.com,1,TRUE
"Apr 10, 2025 22:36:36.873164000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:36.873164000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:36.998853000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:36.998954000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:37.594148000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:37.594148000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:37.595115000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:37.634816000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:37.882058000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,discovery.meethue.com,1,FALSE
"Apr 10, 2025 22:36:37.882612000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,discovery.meethue.com,28,FALSE
"Apr 10, 2025 22:36:37.883234000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,discovery.meethue.com,1,TRUE
"Apr 10, 2025 22:36:38.035035000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,discovery.meethue.com,28,TRUE
"Apr 10, 2025 22:36:39.029432000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,EIC.homeprv.lgtvcommon.com,1,FALSE
"Apr 10, 2025 22:36:39.030298000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,EIC.homeprv.lgtvcommon.com,28,FALSE
"Apr 10, 2025 22:36:39.037724000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,GB.ibs.lgappstv.com,1,FALSE
"Apr 10, 2025 22:36:39.037724000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,GB.ibs.lgappstv.com,28,FALSE
"Apr 10, 2025 22:36:39.159825000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,GB.ibs.lgappstv.com,1,TRUE
"Apr 10, 2025 22:36:39.160605000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,GB.ibs.lgappstv.com,28,TRUE
"Apr 10, 2025 22:36:39.160817000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,EIC.homeprv.lgtvcommon.com,1,TRUE
"Apr 10, 2025 22:36:39.161084000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,EIC.homeprv.lgtvcommon.com,28,TRUE
"Apr 10, 2025 22:36:39.207529000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:39.207529000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:39.209090000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:39.209244000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:40.526386000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,www.youtube.com,1,FALSE
"Apr 10, 2025 22:36:40.526386000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,www.youtube.com,28,FALSE
"Apr 10, 2025 22:36:40.696282000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,www.youtube.com,28,TRUE
"Apr 10, 2025 22:36:40.696372000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,www.youtube.com,1,TRUE
"Apr 10, 2025 22:36:41.898907000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,EIC.recommend.lgtvcommon.com,1,FALSE
"Apr 10, 2025 22:36:41.898907000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,EIC.recommend.lgtvcommon.com,28,FALSE
"Apr 10, 2025 22:36:42.028113000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,EIC.recommend.lgtvcommon.com,28,TRUE
"Apr 10, 2025 22:36:42.028221000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,EIC.recommend.lgtvcommon.com,1,TRUE
"Apr 10, 2025 22:36:42.719634000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:42.719634000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:42.720709000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:42.742949000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:42.906439000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,cdn-aas-campaigns.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:42.906439000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,cdn-aas-campaigns.alphonso.tv,28,FALSE
"Apr 10, 2025 22:36:42.983134000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,cdn-aas-campaigns.alphonso.tv,28,TRUE
"Apr 10, 2025 22:36:43.051461000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,cdn-aas-campaigns.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:43.427685000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,lge-static.ottera.tv,1,FALSE
"Apr 10, 2025 22:36:43.429373000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,lge-static.ottera.tv,28,FALSE
"Apr 10, 2025 22:36:43.456962000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,GB.lgtvsdp.com,1,FALSE
"Apr 10, 2025 22:36:43.456962000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,GB.lgtvsdp.com,28,FALSE
"Apr 10, 2025 22:36:43.457568000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,GB.lgtvsdp.com,1,TRUE
"Apr 10, 2025 22:36:43.459725000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,GB.lgtvsdp.com,28,TRUE
"Apr 10, 2025 22:36:43.490008000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,lge-static.ottera.tv,28,TRUE
"Apr 10, 2025 22:36:43.497146000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,lge-static.ottera.tv,1,TRUE
"Apr 10, 2025 22:36:43.639400000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,1,FALSE
"Apr 10, 2025 22:36:43.639400000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,gb.ad.lgsmartad.com,28,FALSE
"Apr 10, 2025 22:36:43.640532000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,1,TRUE
"Apr 10, 2025 22:36:43.651960000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,cdn-aas-campaigns.alphonso.tv,1,FALSE
"Apr 10, 2025 22:36:43.652166000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,cdn-aas-campaigns.alphonso.tv,28,FALSE
"Apr 10, 2025 22:36:43.653261000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,cdn-aas-campaigns.alphonso.tv,28,TRUE
"Apr 10, 2025 22:36:43.768709000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,gb.ad.lgsmartad.com,28,TRUE
"Apr 10, 2025 22:36:43.793309000 GMT Daylight Time",192.168.137.1,192.168.137.107,53,47552,cdn-aas-campaigns.alphonso.tv,1,TRUE
"Apr 10, 2025 22:36:44.433951000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,ngfts.lge.com,1,FALSE
"Apr 10, 2025 22:36:44.433951000 GMT Daylight Time",192.168.137.107,192.168.137.1,47552,53,ngfts.lge.com,28,FALSE
